reviewerid,movie-code,rating
0,7,0.642072704456166
0,13,0.7653319043791595
0,14,1.9951216656386555
0,15,1.8951881278333567
0,16,-0.13681429661161504
0,18,0.8243904620544298
0,25,-0.49912840055954355
0,39,0.6727055518404537
0,51,0.7667271980275652
0,56,-0.5504269591391571
0,68,1.9181260868506897
0,70,0.795267132198126
0,72,1.7925140671973545
0,73,-0.2991893967501944
0,74,0.8465394292810138
0,75,1.6571334425961768
0,80,1.8572265135793533
0,82,-0.13276662159876595
0,83,-0.22026443972625698
0,84,-0.2249659633967933
0,85,-0.058404195741923015
0,86,1.7857210288080334
0,87,1.7783055071981821
0,92,-0.2749923782499828
0,106,0.5115991892782212
0,111,1.7510884143565306
0,126,0.7165956208014372
0,127,0.8533666146511594
0,128,0.3356358723253874
0,134,0.7883393316111558
0,148,1.7110311458515213
0,150,1.532002757864423
0,162,-0.40207148934134485
0,167,1.626467021046059
0,169,-0.3902161787600318
1,2,-1.1550083440589318
1,3,0.5452056086549004
1,4,-0.795049853394638
1,5,0.7609929692396664
1,6,-0.7796684344310472
1,12,1.4225031807511173
1,19,0.9840257482723394
1,34,0.6659623934100098
1,43,1.7661600357110954
1,56,1.2714637124116226
1,57,0.8769885932945685
1,58,1.4828733199036712
1,60,1.957501086645673
1,64,0.7015982724931902
1,70,-0.5277703850782065
1,78,-0.22604446285961233
1,89,0.7654601658530087
1,92,-0.4512820759892031
1,93,-0.6729507964130452
1,94,-0.7455272748344661
1,99,0.0
1,101,-0.4459247363053751
1,102,-0.15467397133746807
1,109,-0.5290048073303322
1,115,0.6080777980941288
1,119,0.5063550680724882
1,120,-0.8191066024323299
1,129,1.6324688202616937
1,130,-0.3349998157209222
1,134,0.627318310948864
1,148,-0.8152971290492239
1,149,-0.4300726147157903
1,155,-0.3343869764705376
1,156,0.8374770934040632
1,157,-0.24856116730494904
1,158,0.3079840305011565
1,170,-0.13857395949209805
2,3,1.0965780476361984
2,5,0.44303822215344013
2,6,-0.04136453331076129
2,31,1.518093352884004
2,38,0.7834119385698463
3,14,-0.24742418746527695
3,15,1.5027426903947778
3,23,1.3095718706889703
3,25,1.3140164005431638
3,49,0.611780359947169
3,51,0.5926933765148565
3,56,1.3087523637709506
3,57,1.877869487410122
3,58,1.4934791828645075
3,174,0.5110647192020916
4,4,0.2556075342650841
4,5,0.8224393443857769
4,6,1.2142643804081115
4,8,1.1827806099755982
4,12,1.602957815529272
4,13,-0.40912040372858094
4,15,1.5547901876536938
4,16,0.5553146134839069
4,18,0.5031946948108978
4,19,1.2029775514576873
4,21,0.533631715750432
4,27,0.6977137371311659
4,29,1.8309906345875784
4,30,1.0
4,31,0.8747931780945277
4,32,0.8781229097805814
4,38,1.4514457021993326
4,42,1.4997638662355945
4,44,0.7644501220437747
4,48,0.28384536350475065
4,49,1.528153319158054
4,51,1.557416298534855
4,54,1.7046442373611297
4,58,0.6606002692977362
4,60,-0.09782360822767999
4,67,-0.14407260127959853
4,68,1.7091136816759636
4,74,1.7029174791204824
4,78,1.7608727602764398
4,83,0.680628215349725
4,88,-0.3093212918595176
4,91,1.4454473584962082
4,92,0.6400774405934733
4,101,1.5826487861086647
4,104,1.7445708385542391
4,106,1.3434665746947494
4,110,1.4108624500500244
4,112,1.4706427249960607
4,116,1.1934620316421645
4,121,0.6849358335417743
4,124,0.6837466722574033
4,128,1.230341323684541
4,129,1.6012687592982358
4,130,1.7495096628267117
4,136,0.4847471235187135
4,140,1.493073783684323
4,142,1.5319290928007812
4,143,0.45768649599278177
4,150,1.3308604198150564
4,158,1.4197973522267477
4,161,1.75974984627528
4,165,0.8133927885602747
4,171,1.6034969989370118
4,172,1.303539008589677
4,175,1.3501119266893828
4,178,1.5909372080240467
4,179,0.8591159610829826
4,180,1.549621865696365
4,181,1.3928457459408017
4,182,0.77552647742743
4,188,1.5085455534240444
4,190,1.3634673788989797
4,193,1.4136399720195325
4,194,1.6686511666229955
4,195,1.8521787957282596
4,196,1.954189871250839
4,199,-0.20000877681072948
5,1,0.03412556504699027
5,25,-0.31145867294356644
5,27,-0.8974915936742793
5,28,-0.7564763698317989
5,42,-0.8740524096246218
5,78,0.2661026106562514
5,79,-0.8982928387962994
5,84,-0.012416448952510262
5,87,-0.27077471932053143
5,101,0.1693892862180073
5,103,-0.9651215091367806
5,108,-0.6704696145833249
5,109,0.8642612246660356
5,111,-1.0283851285352168
5,126,0.9687463572649709
